t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
600,1.144E+05,1.083E+05,0.000E+00,0.000E+00,4.488E-08,9.943E-11,0.000E+00,0.000E+00,5.576E-09,6.826E-11,2.068E-06,3.422E-04
1200,1.149E+05,1.087E+05,1.006E-04,4.017E-07,5.669E-05,1.071E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,6.199E-03,6.843E-04
1800,1.148E+05,1.088E+05,2.695E-04,2.506E-07,1.173E-04,2.031E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,1.377E-02,1.026E-03
2400,1.146E+05,1.086E+05,4.470E-04,9.045E-09,1.753E-04,2.351E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,1.732E-02,1.369E-03
3000,1.147E+05,1.086E+05,6.339E-04,4.370E-08,2.290E-04,3.507E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,2.079E-02,1.711E-03
3600,1.149E+05,1.088E+05,8.265E-04,1.417E-08,2.818E-04,4.023E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,2.701E-02,2.053E-03
4200,1.149E+05,1.088E+05,1.022E-03,0.000E+00,3.301E-04,4.700E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,2.935E-02,2.395E-03
4800,1.150E+05,1.089E+05,1.221E-03,0.000E+00,3.707E-04,5.119E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,3.637E-02,2.737E-03
5400,1.146E+05,1.086E+05,1.412E-03,0.000E+00,4.075E-04,5.593E-06,0.000E+00,0.000E+00,5.576E-09,6.826E-11,4.067E-02,3.079E-03
6000,1.146E+05,1.085E+05,1.596E-03,0.000E+00,4.411E-04,5.998E-06,0.000E+00,0.000E+00,5.959E-09,6.826E-11,4.563E-02,3.422E-03
6600,1.144E+05,1.084E+05,1.766E-03,0.000E+00,4.729E-04,6.449E-06,0.000E+00,0.000E+00,3.215E-07,6.826E-11,5.262E-02,3.764E-03
7200,1.139E+05,1.079E+05,1.920E-03,5.121E-09,5.007E-04,6.879E-06,8.492E-06,8.244E-07,2.208E-05,6.826E-11,5.597E-02,4.106E-03
7800,1.140E+05,1.080E+05,2.069E-03,0.000E+00,5.182E-04,7.370E-06,2.975E-05,0.000E+00,7.108E-05,6.826E-11,6.357E-02,4.448E-03
8400,1.149E+05,1.089E+05,2.206E-03,0.000E+00,5.370E-04,7.580E-06,6.043E-05,4.190E-06,1.357E-04,6.826E-11,6.575E-02,4.961E-03
9000,1.151E+05,1.091E+05,2.322E-03,1.640E-07,5.608E-04,9.662E-06,1.153E-04,9.616E-07,2.142E-04,6.826E-11,6.763E-02,5.646E-03
9600,1.148E+05,1.087E+05,2.415E-03,1.113E-06,5.858E-04,1.664E-05,1.725E-04,6.681E-06,3.010E-04,6.916E-11,7.451E-02,6.330E-03
10200,1.150E+05,1.090E+05,2.514E-03,2.359E-06,5.983E-04,1.907E-05,2.361E-04,1.220E-05,3.913E-04,1.943E-10,7.641E-02,7.014E-03
10800,1.148E+05,1.087E+05,2.589E-03,2.759E-06,6.203E-04,2.510E-05,3.048E-04,7.125E-06,5.151E-04,4.267E-08,7.774E-02,7.699E-03
11400,1.157E+05,1.097E+05,2.667E-03,1.526E-06,6.347E-04,2.184E-05,3.696E-04,2.056E-05,6.355E-04,7.469E-07,7.836E-02,8.383E-03
12000,1.165E+05,1.104E+05,2.743E-03,2.018E-06,6.418E-04,2.590E-05,4.627E-04,2.362E-05,7.494E-04,2.548E-06,7.915E-02,9.067E-03
12600,1.170E+05,1.108E+05,2.807E-03,1.171E-06,6.534E-04,2.366E-05,5.670E-04,1.500E-05,8.764E-04,5.143E-06,8.322E-02,9.752E-03
13200,1.171E+05,1.109E+05,2.859E-03,2.011E-06,6.674E-04,3.393E-05,6.896E-04,9.843E-06,9.949E-04,8.245E-06,8.637E-02,1.044E-02
13800,1.171E+05,1.108E+05,2.908E-03,0.000E+00,6.836E-04,3.952E-05,8.129E-04,7.072E-06,1.120E-03,1.220E-05,8.769E-02,1.112E-02
14400,1.168E+05,1.105E+05,2.939E-03,0.000E+00,7.120E-04,4.211E-05,9.376E-04,1.699E-05,1.263E-03,1.670E-05,8.833E-02,1.180E-02
15000,1.167E+05,1.104E+05,2.976E-03,1.070E-06,7.329E-04,4.526E-05,1.079E-03,2.304E-05,1.409E-03,2.107E-05,8.862E-02,1.249E-02
15600,1.168E+05,1.104E+05,3.024E-03,0.000E+00,7.406E-04,5.685E-05,1.254E-03,1.016E-05,1.539E-03,2.552E-05,8.882E-02,1.317E-02
16200,1.168E+05,1.104E+05,3.063E-03,4.773E-07,7.552E-04,6.312E-05,1.414E-03,6.375E-06,1.666E-03,3.824E-05,8.899E-02,1.386E-02
16800,1.172E+05,1.107E+05,3.089E-03,1.103E-05,7.730E-04,6.838E-05,1.574E-03,2.579E-05,1.762E-03,7.128E-05,8.900E-02,1.454E-02
17400,1.174E+05,1.109E+05,3.142E-03,0.000E+00,7.819E-04,7.427E-05,1.771E-03,9.366E-06,1.846E-03,1.335E-04,8.907E-02,1.523E-02
18000,1.176E+05,1.111E+05,3.168E-03,8.170E-08,7.974E-04,8.246E-05,1.979E-03,9.076E-06,1.916E-03,2.193E-04,8.917E-02,1.591E-02
18600,1.123E+05,1.060E+05,3.010E-03,2.458E-05,8.169E-04,7.813E-05,2.058E-03,8.383E-05,1.980E-03,2.568E-04,8.957E-02,1.591E-02
19200,1.105E+05,1.043E+05,2.905E-03,2.903E-05,8.336E-04,7.093E-05,2.183E-03,6.747E-05,2.019E-03,2.686E-04,8.744E-02,1.591E-02
19800,1.101E+05,1.039E+05,2.830E-03,3.578E-05,8.517E-04,6.881E-05,2.264E-03,8.570E-05,2.046E-03,2.748E-04,8.757E-02,1.591E-02
20400,1.098E+05,1.037E+05,2.769E-03,3.682E-05,8.692E-04,6.655E-05,2.311E-03,9.986E-05,2.071E-03,2.781E-04,8.744E-02,1.591E-02
21000,1.098E+05,1.037E+05,2.709E-03,4.093E-05,8.863E-04,6.462E-05,2.380E-03,7.925E-05,2.091E-03,2.812E-04,8.620E-02,1.591E-02
21600,1.099E+05,1.039E+05,2.635E-03,5.134E-05,9.076E-04,6.298E-05,2.483E-03,3.800E-05,2.097E-03,2.897E-04,8.536E-02,1.591E-02
22200,1.098E+05,1.039E+05,2.579E-03,5.447E-05,9.210E-04,6.204E-05,2.502E-03,5.734E-05,2.108E-03,3.003E-04,8.548E-02,1.591E-02
22800,1.098E+05,1.039E+05,2.535E-03,5.569E-05,9.319E-04,6.122E-05,2.533E-03,5.659E-05,2.113E-03,3.091E-04,8.577E-02,1.591E-02
23400,1.099E+05,1.039E+05,2.498E-03,5.471E-05,9.414E-04,6.051E-05,2.587E-03,3.013E-05,2.119E-03,3.156E-04,8.602E-02,1.591E-02
24000,1.099E+05,1.039E+05,2.466E-03,5.225E-05,9.508E-04,5.996E-05,2.619E-03,2.389E-05,2.121E-03,3.230E-04,8.621E-02,1.591E-02
24600,1.099E+05,1.039E+05,2.440E-03,4.805E-05,9.597E-04,5.950E-05,2.645E-03,1.949E-05,2.124E-03,3.289E-04,8.619E-02,1.591E-02
25200,1.099E+05,1.039E+05,2.425E-03,4.788E-05,9.635E-04,5.920E-05,2.665E-03,1.818E-05,2.125E-03,3.357E-04,8.458E-02,1.591E-02
25800,1.098E+05,1.039E+05,2.397E-03,5.087E-05,9.693E-04,5.896E-05,2.672E-03,2.094E-05,2.125E-03,3.430E-04,8.335E-02,1.591E-02
26400,1.098E+05,1.038E+05,2.367E-03,5.393E-05,9.757E-04,5.875E-05,2.686E-03,1.340E-05,2.126E-03,3.500E-04,8.318E-02,1.591E-02
27000,1.097E+05,1.038E+05,2.338E-03,5.684E-05,9.812E-04,5.852E-05,2.691E-03,1.234E-05,2.128E-03,3.550E-04,8.333E-02,1.591E-02
27600,1.097E+05,1.037E+05,2.312E-03,5.826E-05,9.870E-04,5.831E-05,2.694E-03,9.945E-06,2.130E-03,3.584E-04,8.356E-02,1.591E-02
28200,1.097E+05,1.037E+05,2.286E-03,5.977E-05,9.932E-04,5.806E-05,2.692E-03,1.148E-05,2.133E-03,3.605E-04,8.380E-02,1.591E-02
28800,1.096E+05,1.037E+05,2.264E-03,5.450E-05,9.999E-04,5.785E-05,2.690E-03,1.163E-05,2.135E-03,3.618E-04,8.408E-02,1.591E-02
29400,1.096E+05,1.036E+05,2.242E-03,4.945E-05,1.006E-03,5.766E-05,2.690E-03,9.696E-06,2.136E-03,3.621E-04,8.439E-02,1.591E-02
30000,1.096E+05,1.036E+05,2.218E-03,4.753E-05,1.011E-03,5.746E-05,2.681E-03,1.362E-05,2.139E-03,3.619E-04,8.469E-02,1.591E-02
30600,1.095E+05,1.036E+05,2.198E-03,4.502E-05,1.016E-03,5.722E-05,2.678E-03,1.079E-05,2.141E-03,3.612E-04,8.495E-02,1.591E-02
31200,1.096E+05,1.036E+05,2.193E-03,4.079E-05,1.021E-03,5.696E-05,2.657E-03,2.000E-05,2.147E-03,3.605E-04,8.493E-02,1.591E-02
31800,1.096E+05,1.036E+05,2.211E-03,2.096E-05,1.021E-03,5.689E-05,2.635E-03,2.486E-05,2.153E-03,3.582E-04,8.492E-02,1.591E-02
32400,1.095E+05,1.036E+05,2.210E-03,2.054E-05,1.021E-03,5.682E-05,2.615E-03,2.552E-05,2.156E-03,3.548E-04,8.490E-02,1.591E-02
33000,1.095E+05,1.036E+05,2.210E-03,2.048E-05,1.021E-03,5.665E-05,2.599E-03,2.213E-05,2.162E-03,3.512E-04,8.487E-02,1.591E-02
33600,1.095E+05,1.035E+05,2.209E-03,2.037E-05,1.021E-03,5.651E-05,2.581E-03,2.166E-05,2.167E-03,3.486E-04,8.484E-02,1.591E-02
34200,1.095E+05,1.035E+05,2.209E-03,2.014E-05,1.021E-03,5.636E-05,2.561E-03,2.332E-05,2.172E-03,3.466E-04,8.481E-02,1.591E-02
34800,1.095E+05,1.036E+05,2.229E-03,9.036E-08,1.020E-03,5.615E-05,2.542E-03,2.305E-05,2.179E-03,3.448E-04,8.477E-02,1.591E-02
35400,1.096E+05,1.036E+05,2.230E-03,3.009E-08,1.020E-03,5.594E-05,2.523E-03,2.442E-05,2.184E-03,3.437E-04,8.474E-02,1.591E-02
36000,1.096E+05,1.036E+05,2.230E-03,1.384E-07,1.020E-03,5.574E-05,2.507E-03,2.242E-05,2.190E-03,3.427E-04,8.470E-02,1.591E-02
36600,1.096E+05,1.037E+05,2.230E-03,2.594E-07,1.019E-03,5.553E-05,2.481E-03,3.161E-05,2.197E-03,3.416E-04,8.466E-02,1.591E-02
37200,1.096E+05,1.037E+05,2.229E-03,3.749E-07,1.019E-03,5.540E-05,2.461E-03,3.257E-05,2.204E-03,3.390E-04,8.464E-02,1.591E-02
37800,1.096E+05,1.036E+05,2.229E-03,3.385E-07,1.019E-03,5.529E-05,2.442E-03,3.382E-05,2.211E-03,3.354E-04,8.462E-02,1.591E-02
38400,1.096E+05,1.036E+05,2.229E-03,4.927E-07,1.019E-03,5.520E-05,2.419E-03,3.522E-05,2.218E-03,3.309E-04,8.460E-02,1.591E-02
39000,1.096E+05,1.036E+05,2.228E-03,3.385E-07,1.019E-03,5.509E-05,2.399E-03,3.613E-05,2.226E-03,3.260E-04,8.458E-02,1.591E-02
39600,1.096E+05,1.037E+05,2.228E-03,6.470E-07,1.020E-03,5.494E-05,2.381E-03,3.529E-05,2.234E-03,3.213E-04,8.456E-02,1.591E-02
40200,1.096E+05,1.037E+05,2.227E-03,6.471E-07,1.020E-03,5.480E-05,2.362E-03,3.707E-05,2.242E-03,3.170E-04,8.454E-02,1.591E-02
40800,1.097E+05,1.037E+05,2.227E-03,6.472E-07,1.020E-03,5.466E-05,2.340E-03,4.347E-05,2.249E-03,3.131E-04,8.452E-02,1.591E-02
41400,1.097E+05,1.037E+05,2.227E-03,6.473E-07,1.020E-03,5.453E-05,2.325E-03,4.381E-05,2.255E-03,3.096E-04,8.450E-02,1.591E-02
42000,1.097E+05,1.037E+05,2.227E-03,6.474E-07,1.021E-03,5.438E-05,2.311E-03,4.414E-05,2.260E-03,3.063E-04,8.448E-02,1.591E-02
42600,1.097E+05,1.037E+05,2.226E-03,6.475E-07,1.021E-03,5.424E-05,2.297E-03,4.530E-05,2.265E-03,3.031E-04,8.446E-02,1.591E-02
43200,1.097E+05,1.038E+05,2.226E-03,6.476E-07,1.021E-03,5.409E-05,2.284E-03,4.586E-05,2.270E-03,3.000E-04,8.443E-02,1.591E-02
43800,1.098E+05,1.038E+05,2.226E-03,6.477E-07,1.021E-03,5.397E-05,2.273E-03,4.512E-05,2.274E-03,2.975E-04,8.442E-02,1.591E-02
44400,1.098E+05,1.038E+05,2.225E-03,8.022E-07,1.022E-03,5.385E-05,2.263E-03,4.438E-05,2.278E-03,2.951E-04,8.440E-02,1.591E-02
45000,1.098E+05,1.038E+05,2.225E-03,8.023E-07,1.022E-03,5.374E-05,2.253E-03,4.381E-05,2.281E-03,2.929E-04,8.438E-02,1.591E-02
45600,1.098E+05,1.038E+05,2.225E-03,8.023E-07,1.022E-03,5.363E-05,2.247E-03,4.013E-05,2.283E-03,2.909E-04,8.436E-02,1.591E-02
46200,1.098E+05,1.038E+05,2.225E-03,8.025E-07,1.022E-03,5.350E-05,2.236E-03,4.252E-05,2.287E-03,2.891E-04,8.434E-02,1.591E-02
46800,1.098E+05,1.038E+05,2.224E-03,8.025E-07,1.022E-03,5.339E-05,2.225E-03,4.400E-05,2.290E-03,2.877E-04,8.432E-02,1.591E-02
47400,1.098E+05,1.038E+05,2.225E-03,0.000E+00,1.023E-03,5.331E-05,2.223E-03,3.640E-05,2.293E-03,2.866E-04,8.431E-02,1.591E-02
48000,1.098E+05,1.038E+05,2.224E-03,4.635E-07,1.023E-03,5.319E-05,2.222E-03,2.817E-05,2.296E-03,2.855E-04,8.429E-02,1.591E-02
48600,1.098E+05,1.039E+05,2.224E-03,4.635E-07,1.023E-03,5.309E-05,2.215E-03,2.683E-05,2.299E-03,2.845E-04,8.427E-02,1.591E-02
49200,1.098E+05,1.039E+05,2.224E-03,4.636E-07,1.023E-03,5.299E-05,2.208E-03,2.627E-05,2.301E-03,2.836E-04,8.426E-02,1.591E-02
49800,1.099E+05,1.039E+05,2.224E-03,4.636E-07,1.023E-03,5.291E-05,2.204E-03,2.240E-05,2.303E-03,2.828E-04,8.424E-02,1.591E-02
50400,1.099E+05,1.039E+05,2.224E-03,4.636E-07,1.023E-03,5.283E-05,2.196E-03,2.285E-05,2.305E-03,2.819E-04,8.422E-02,1.591E-02
51000,1.099E+05,1.039E+05,2.224E-03,1.545E-07,1.023E-03,5.276E-05,2.188E-03,2.304E-05,2.306E-03,2.809E-04,8.421E-02,1.591E-02
51600,1.099E+05,1.039E+05,2.224E-03,1.545E-07,1.023E-03,5.270E-05,2.181E-03,2.291E-05,2.308E-03,2.796E-04,8.419E-02,1.591E-02
52200,1.098E+05,1.039E+05,2.224E-03,1.545E-07,1.023E-03,5.263E-05,2.173E-03,2.300E-05,2.310E-03,2.782E-04,8.418E-02,1.591E-02
52800,1.098E+05,1.039E+05,2.224E-03,1.545E-07,1.023E-03,5.256E-05,2.166E-03,2.289E-05,2.312E-03,2.767E-04,8.416E-02,1.591E-02
53400,1.098E+05,1.039E+05,2.223E-03,1.545E-07,1.023E-03,5.250E-05,2.159E-03,2.284E-05,2.313E-03,2.752E-04,8.415E-02,1.591E-02
54000,1.098E+05,1.039E+05,2.223E-03,1.545E-07,1.023E-03,5.243E-05,2.152E-03,2.266E-05,2.315E-03,2.737E-04,8.413E-02,1.591E-02
54600,1.098E+05,1.039E+05,2.223E-03,1.545E-07,1.024E-03,5.236E-05,2.145E-03,2.256E-05,2.317E-03,2.723E-04,8.411E-02,1.591E-02
55200,1.099E+05,1.039E+05,2.223E-03,6.182E-07,1.024E-03,5.227E-05,2.139E-03,2.279E-05,2.318E-03,2.709E-04,8.410E-02,1.591E-02
55800,1.099E+05,1.039E+05,2.223E-03,0.000E+00,1.024E-03,5.221E-05,2.138E-03,1.787E-05,2.321E-03,2.696E-04,8.408E-02,1.591E-02
56400,1.099E+05,1.039E+05,2.223E-03,3.091E-07,1.024E-03,5.212E-05,2.132E-03,1.743E-05,2.323E-03,2.683E-04,8.406E-02,1.591E-02
57000,1.099E+05,1.039E+05,2.223E-03,3.091E-07,1.024E-03,5.204E-05,2.126E-03,1.728E-05,2.325E-03,2.670E-04,8.404E-02,1.591E-02
57600,1.099E+05,1.039E+05,2.222E-03,3.091E-07,1.024E-03,5.196E-05,2.120E-03,1.713E-05,2.327E-03,2.658E-04,8.403E-02,1.591E-02
58200,1.099E+05,1.039E+05,2.222E-03,3.091E-07,1.024E-03,5.189E-05,2.115E-03,1.690E-05,2.329E-03,2.648E-04,8.401E-02,1.591E-02
58800,1.099E+05,1.039E+05,2.222E-03,3.091E-07,1.024E-03,5.182E-05,2.110E-03,1.667E-05,2.330E-03,2.638E-04,8.399E-02,1.591E-02
59400,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.024E-03,5.175E-05,2.105E-03,1.646E-05,2.332E-03,2.628E-04,8.398E-02,1.591E-02
60000,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.024E-03,5.168E-05,2.100E-03,1.621E-05,2.333E-03,2.619E-04,8.396E-02,1.591E-02
60600,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.024E-03,5.161E-05,2.095E-03,1.607E-05,2.335E-03,2.609E-04,8.394E-02,1.591E-02
61200,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.024E-03,5.154E-05,2.091E-03,1.575E-05,2.336E-03,2.599E-04,8.392E-02,1.591E-02
61800,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.024E-03,5.148E-05,2.087E-03,1.548E-05,2.337E-03,2.589E-04,8.391E-02,1.591E-02
62400,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.024E-03,5.141E-05,2.083E-03,1.529E-05,2.338E-03,2.580E-04,8.389E-02,1.591E-02
63000,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.025E-03,5.135E-05,2.079E-03,1.513E-05,2.340E-03,2.571E-04,8.387E-02,1.591E-02
63600,1.099E+05,1.039E+05,2.222E-03,3.092E-07,1.025E-03,5.129E-05,2.075E-03,1.484E-05,2.341E-03,2.561E-04,8.386E-02,1.591E-02
64200,1.099E+05,1.039E+05,2.221E-03,3.092E-07,1.025E-03,5.122E-05,2.071E-03,1.460E-05,2.342E-03,2.552E-04,8.384E-02,1.591E-02
64800,1.099E+05,1.039E+05,2.221E-03,3.092E-07,1.025E-03,5.116E-05,2.067E-03,1.440E-05,2.343E-03,2.544E-04,8.382E-02,1.591E-02
65400,1.099E+05,1.039E+05,2.221E-03,3.092E-07,1.025E-03,5.111E-05,2.064E-03,1.413E-05,2.344E-03,2.535E-04,8.380E-02,1.591E-02
66000,1.099E+05,1.039E+05,2.221E-03,3.092E-07,1.025E-03,5.105E-05,2.060E-03,1.394E-05,2.345E-03,2.527E-04,8.379E-02,1.591E-02
66600,1.099E+05,1.039E+05,2.221E-03,3.092E-07,1.025E-03,5.099E-05,2.057E-03,1.377E-05,2.345E-03,2.519E-04,8.377E-02,1.591E-02
67200,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.093E-05,2.054E-03,1.360E-05,2.346E-03,2.512E-04,8.375E-02,1.591E-02
67800,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.087E-05,2.051E-03,1.340E-05,2.347E-03,2.506E-04,8.373E-02,1.591E-02
68400,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.082E-05,2.048E-03,1.320E-05,2.347E-03,2.500E-04,8.372E-02,1.591E-02
69000,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.076E-05,2.045E-03,1.303E-05,2.348E-03,2.495E-04,8.370E-02,1.591E-02
69600,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.070E-05,2.043E-03,1.279E-05,2.348E-03,2.490E-04,8.368E-02,1.591E-02
70200,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.064E-05,2.040E-03,1.242E-05,2.349E-03,2.485E-04,8.366E-02,1.591E-02
70800,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.058E-05,2.038E-03,1.222E-05,2.349E-03,2.481E-04,8.364E-02,1.591E-02
71400,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.053E-05,2.035E-03,1.199E-05,2.350E-03,2.476E-04,8.362E-02,1.591E-02
72000,1.099E+05,1.039E+05,2.221E-03,3.093E-07,1.025E-03,5.048E-05,2.033E-03,1.178E-05,2.350E-03,2.472E-04,8.360E-02,1.591E-02
72600,1.099E+05,1.039E+05,2.221E-03,1.547E-07,1.025E-03,5.044E-05,2.030E-03,1.157E-05,2.351E-03,2.467E-04,8.358E-02,1.591E-02
73200,1.099E+05,1.039E+05,2.221E-03,0.000E+00,1.025E-03,5.039E-05,2.028E-03,1.141E-05,2.351E-03,2.463E-04,8.357E-02,1.591E-02
73800,1.099E+05,1.039E+05,2.221E-03,0.000E+00,1.025E-03,5.034E-05,2.026E-03,1.107E-05,2.351E-03,2.459E-04,8.355E-02,1.591E-02
74400,1.099E+05,1.039E+05,2.221E-03,0.000E+00,1.025E-03,5.030E-05,2.024E-03,1.075E-05,2.352E-03,2.454E-04,8.353E-02,1.591E-02
75000,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.025E-03,5.025E-05,2.021E-03,1.055E-05,2.352E-03,2.450E-04,8.351E-02,1.591E-02
75600,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.025E-03,5.021E-05,2.019E-03,1.037E-05,2.352E-03,2.446E-04,8.349E-02,1.591E-02
76200,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.025E-03,5.016E-05,2.017E-03,1.022E-05,2.353E-03,2.441E-04,8.347E-02,1.591E-02
76800,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.025E-03,5.012E-05,2.015E-03,1.010E-05,2.353E-03,2.437E-04,8.345E-02,1.591E-02
77400,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.025E-03,5.007E-05,2.013E-03,9.902E-06,2.353E-03,2.433E-04,8.343E-02,1.591E-02
78000,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,5.003E-05,2.011E-03,9.548E-06,2.354E-03,2.430E-04,8.341E-02,1.591E-02
78600,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,4.999E-05,2.009E-03,9.345E-06,2.354E-03,2.426E-04,8.339E-02,1.591E-02
79200,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,4.994E-05,2.007E-03,9.171E-06,2.354E-03,2.423E-04,8.337E-02,1.591E-02
79800,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,4.990E-05,2.005E-03,8.995E-06,2.354E-03,2.420E-04,8.335E-02,1.591E-02
80400,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,4.986E-05,2.003E-03,8.849E-06,2.355E-03,2.417E-04,8.333E-02,1.591E-02
81000,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,4.982E-05,2.001E-03,8.687E-06,2.355E-03,2.414E-04,8.331E-02,1.591E-02
81600,1.099E+05,1.039E+05,2.220E-03,0.000E+00,1.026E-03,4.978E-05,1.999E-03,8.577E-06,2.355E-03,2.411E-04,8.329E-02,1.591E-02
82200,1.100E+05,1.040E+05,2.220E-03,0.000E+00,1.026E-03,4.973E-05,1.997E-03,8.483E-06,2.355E-03,2.409E-04,8.327E-02,1.591E-02
82800,1.100E+05,1.040E+05,2.220E-03,0.000E+00,1.026E-03,4.969E-05,1.996E-03,8.325E-06,2.356E-03,2.406E-04,8.325E-02,1.591E-02
83400,1.100E+05,1.040E+05,2.220E-03,0.000E+00,1.026E-03,4.966E-05,1.994E-03,8.186E-06,2.356E-03,2.404E-04,8.323E-02,1.591E-02
84000,1.100E+05,1.040E+05,2.220E-03,0.000E+00,1.026E-03,4.962E-05,1.992E-03,8.095E-06,2.356E-03,2.402E-04,8.320E-02,1.591E-02
84600,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.958E-05,1.990E-03,7.961E-06,2.356E-03,2.399E-04,8.318E-02,1.591E-02
85200,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.954E-05,1.990E-03,6.969E-06,2.356E-03,2.397E-04,8.316E-02,1.591E-02
85800,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.950E-05,1.988E-03,6.866E-06,2.356E-03,2.395E-04,8.314E-02,1.591E-02
86400,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.946E-05,1.986E-03,6.751E-06,2.356E-03,2.392E-04,8.312E-02,1.591E-02
87000,1.100E+05,1.040E+05,2.219E-03,1.791E-07,1.026E-03,4.942E-05,1.983E-03,8.258E-06,2.357E-03,2.390E-04,8.310E-02,1.591E-02
87600,1.100E+05,1.040E+05,2.219E-03,1.716E-07,1.026E-03,4.938E-05,1.981E-03,8.232E-06,2.357E-03,2.387E-04,8.307E-02,1.591E-02
88200,1.100E+05,1.040E+05,2.219E-03,1.659E-07,1.026E-03,4.934E-05,1.980E-03,8.032E-06,2.357E-03,2.385E-04,8.305E-02,1.591E-02
88800,1.100E+05,1.040E+05,2.219E-03,1.585E-07,1.026E-03,4.930E-05,1.978E-03,8.292E-06,2.357E-03,2.382E-04,8.303E-02,1.591E-02
89400,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.927E-05,1.976E-03,8.137E-06,2.357E-03,2.380E-04,8.301E-02,1.591E-02
90000,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.923E-05,1.975E-03,7.986E-06,2.357E-03,2.378E-04,8.298E-02,1.591E-02
90600,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.920E-05,1.973E-03,8.077E-06,2.358E-03,2.376E-04,8.296E-02,1.591E-02
91200,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.916E-05,1.972E-03,7.921E-06,2.358E-03,2.374E-04,8.294E-02,1.591E-02
91800,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.913E-05,1.970E-03,7.626E-06,2.358E-03,2.371E-04,8.292E-02,1.591E-02
92400,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.910E-05,1.969E-03,7.613E-06,2.358E-03,2.369E-04,8.289E-02,1.591E-02
93000,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.907E-05,1.967E-03,7.466E-06,2.358E-03,2.367E-04,8.287E-02,1.591E-02
93600,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.904E-05,1.966E-03,7.229E-06,2.358E-03,2.365E-04,8.285E-02,1.591E-02
94200,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.901E-05,1.964E-03,7.301E-06,2.359E-03,2.363E-04,8.282E-02,1.591E-02
94800,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.898E-05,1.963E-03,7.166E-06,2.359E-03,2.361E-04,8.280E-02,1.591E-02
95400,1.100E+05,1.040E+05,2.219E-03,0.000E+00,1.026E-03,4.895E-05,1.961E-03,7.152E-06,2.359E-03,2.359E-04,8.277E-02,1.591E-02
96000,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.892E-05,1.960E-03,7.152E-06,2.359E-03,2.357E-04,8.275E-02,1.591E-02
